-14.16309013,0
-14.11158798,0
-14.06008584,0
-14.00858369,0
-13.95708155,0
-13.9055794,0
-13.85407725,0
-13.80257511,0
-13.75107296,0
-13.69957082,0
-13.64806867,0
-13.59656652,0
-13.54506438,0
-13.49356223,0
-13.44206009,0
-13.39055794,0
-13.33905579,0
-13.28755365,0
-13.2360515,0
-13.18454936,0
-13.13304721,0
-13.08154506,0
-13.03004292,2
-12.97854077,2
-12.92703863,4
-12.87553648,5
-12.82403433,9
-12.77253219,14
-12.72103004,19
-12.6695279,25
-12.61802575,32
-12.56652361,39
-12.51502146,45
-12.46351931,50
-12.41201717,54
-12.36051502,58
-12.30901288,62
-12.25751073,65
-12.20600858,69
-12.15450644,74
-12.10300429,80
-12.05150215,89
-12,96
-11.94849785,91
-11.89699571,94
-11.84549356,91
-11.79399142,87
-11.74248927,83
-11.69098712,71
-11.63948498,59
-11.58798283,48
-11.53648069,37
-11.48497854,29
-11.43347639,23
-11.38197425,18
-11.3304721,16
-11.27896996,14
-11.22746781,11
-11.17596567,9
-11.12446352,9
-11.07296137,7
-11.02145923,6
-10.96995708,6
-10.91845494,5
-10.86695279,4
-10.81545064,4
-10.7639485,3
-10.71244635,3
-10.66094421,3
-10.60944206,3
-10.55793991,2
-10.50643777,2
-10.45493562,2
-10.40343348,1
-10.35193133,1
-10.30042918,1
-10.24892704,1
-10.19742489,1
-10.14592275,1
-10.0944206,1
-10.04291845,1
-9.991416309,1
-9.939914163,1
-9.888412017,1
-9.836909871,0
-9.785407725,0
-9.733905579,0
-9.682403433,0
-9.630901288,0
-9.579399142,0
-9.527896996,0
-9.47639485,0
-9.424892704,0
-9.373390558,0
-9.321888412,0
-9.270386266,0
-9.21888412,0
-9.167381974,0
-9.115879828,0
-9.064377682,0
-9.012875536,0
-8.961373391,0
-8.909871245,0
-8.858369099,0
-8.806866953,0
-8.755364807,0
-8.703862661,0
-8.652360515,0
-8.600858369,0
-8.549356223,0
-8.497854077,0
-8.446351931,0
-8.394849785,0
-8.343347639,0
-8.291845494,0
-8.240343348,0
-8.188841202,0
-8.137339056,0
-8.08583691,0
-8.034334764,0
-7.982832618,0
-7.931330472,0
-7.879828326,0
-7.82832618,0
-7.776824034,0
-7.725321888,0
-7.673819742,0
-7.622317597,0
-7.570815451,0
-7.519313305,0
-7.467811159,0
-7.416309013,0
-7.364806867,0
-7.313304721,0
-7.261802575,0
-7.210300429,0
-7.158798283,0
-7.107296137,0
-7.055793991,0
-7.004291845,0
-6.9527897,0
-6.901287554,0
-6.849785408,0
-6.798283262,0
-6.746781116,0
-6.69527897,0
-6.643776824,0
-6.592274678,0
-6.540772532,0
-6.489270386,0
-6.43776824,0
-6.386266094,0
-6.334763949,0
-6.283261803,0
-6.231759657,0
-6.180257511,0
-6.128755365,0
-6.077253219,0
-6.025751073,0
-5.974248927,0
-5.922746781,0
-5.871244635,0
-5.819742489,0
-5.768240343,0
-5.716738197,0
-5.665236052,0
-5.613733906,0
-5.56223176,0
-5.510729614,0
-5.459227468,0
-5.407725322,0
-5.356223176,0
-5.30472103,0
-5.253218884,0
-5.201716738,0
-5.150214592,0
-5.098712446,0
-5.0472103,0
-4.995708155,0
-4.944206009,0
-4.892703863,0
-4.841201717,0
-4.789699571,0
-4.738197425,0
-4.686695279,0
-4.635193133,0
-4.583690987,0
-4.532188841,0
-4.480686695,0
-4.429184549,0
-4.377682403,0
-4.326180258,0
-4.274678112,0
-4.223175966,0
-4.17167382,0
-4.120171674,0
-4.068669528,0
-4.017167382,0
-3.965665236,0
-3.91416309,0
-3.862660944,0
-3.811158798,0
-3.759656652,0
-3.708154506,0
-3.656652361,0
-3.605150215,0
-3.553648069,0
-3.502145923,0
-3.450643777,0
-3.399141631,0
-3.347639485,0
-3.296137339,0
-3.244635193,0
-3.193133047,0
-3.141630901,0
-3.090128755,0
-3.038626609,0
-2.987124464,0
-2.935622318,0
-2.884120172,0
-2.832618026,0
-2.78111588,0
-2.729613734,0
-2.678111588,1
-2.626609442,1
-2.575107296,1
-2.52360515,1
-2.472103004,2
-2.420600858,2
-2.369098712,2
-2.317596567,2
-2.266094421,3
-2.214592275,3
-2.163090129,4
-2.111587983,4
-2.060085837,5
-2.008583691,6
-1.957081545,6
-1.905579399,7
-1.854077253,8
-1.802575107,9
-1.751072961,10
-1.699570815,11
-1.64806867,12
-1.596566524,13
-1.545064378,14
-1.493562232,15
-1.442060086,17
-1.39055794,19
-1.339055794,20
-1.287553648,22
-1.236051502,25
-1.184549356,28
-1.13304721,31
-1.081545064,36
-1.030042918,41
-0.978540773,46
-0.927038627,52
-0.875536481,56
-0.824034335,63
-0.772532189,73
-0.721030043,79
-0.669527897,91
-0.618025751,100
-0.566523605,109
-0.515021459,124
-0.463519313,135
-0.412017167,145
-0.360515021,159
-0.309012876,169
-0.25751073,179
-0.206008584,184
-0.154506438,193
-0.103004292,195
-0.051502146,204
0,211
0.042704626,207
0.085409253,198
0.128113879,193
0.170818505,179
0.213523132,166
0.256227758,155
0.298932384,141
0.341637011,127
0.384341637,115
0.427046263,103
0.46975089,93
0.512455516,83
0.555160142,73
0.597864769,64
0.640569395,55
